Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.17.0.2-200.175.2.130-80-48868-6,200.175.2.130,48868,172.17.0.2,80,6,12/1/2020 1:14,6512,2,5,475,1803,475,0,237.5,335.8757211,1803,0,360.6,806.3261127000001,349815.7248,1074.938575,1085.333333,1573.18132,3163.0,18.0,101.0,101.0,0.0,101.0,101.0,6512.0,1628.0,1786.452164,3186.0,21.0,0,0,0,0,64,176,307.12530710000004,767.8132678,0,1803,284.75,635.5844892000001,403967.6429,0,1,0,0,0,0,0,0,2,325.42857139999995,237.5,360.6,0,0,0,0,0,0,2,475,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48868-6,200.175.2.130,48868,172.17.0.2,80,6,12/1/2020 1:14,78,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25641.02564,78.0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,12820.51282,12820.51282,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48870-6,200.175.2.130,48870,172.17.0.2,80,6,12/1/2020 1:14,4096,2,5,478,1803,478,0,239.0,337.9970414,1803,0,360.6,806.3261127000001,556884.7656,1708.984375,682.6666667000001,1034.020438,2472.0,16.0,77.0,77.0,0.0,77.0,77.0,4096.0,1024.0,1185.252997,2472.0,19.0,0,0,0,0,64,176,488.28125,1220.703125,0,1803,285.125,635.7136457,404131.8393,0,1,0,0,0,0,0,0,2,325.85714289999993,239.0,360.6,0,0,0,0,0,0,2,478,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48870-6,200.175.2.130,48870,172.17.0.2,80,6,12/1/2020 1:14,83,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.38554,83.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,12048.19277,12048.19277,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48872-6,200.175.2.130,48872,172.17.0.2,80,6,12/1/2020 1:14,3613,2,5,486,1803,486,0,243.0,343.6538957,1803,0,360.6,806.3261127000001,633545.53,1937.4481039999998,602.1666667000001,850.9616717,1838.0,17.0,87.0,87.0,0.0,87.0,87.0,3613.0,903.25,976.0489656,1838.0,20.0,0,0,0,0,64,176,553.5566012,1383.8915029999998,0,1803,286.125,636.0665818,404580.6964,0,1,0,0,0,0,0,0,2,327.0,243.0,360.6,0,0,0,0,0,0,2,486,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48872-6,200.175.2.130,48872,172.17.0.2,80,6,12/1/2020 1:14,101,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19801.9802,101.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,9900.990098999999,9900.990098999999,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48874-6,200.175.2.130,48874,172.17.0.2,80,6,12/1/2020 1:14,3649,2,5,478,1803,478,0,239.0,337.9970414,1803,0,360.6,806.3261127000001,625102.7679,1918.33379,608.1666667000001,814.8043732000001,2021.0,19.0,277.0,277.0,0.0,277.0,277.0,3649.0,912.25,985.2963597999999,2021.0,19.0,0,0,0,0,64,176,548.0953686,1370.238421,0,1803,285.125,635.7136457,404131.8393,0,1,0,0,0,0,0,0,2,325.85714289999993,239.0,360.6,0,0,0,0,0,0,2,478,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48874-6,200.175.2.130,48874,172.17.0.2,80,6,12/1/2020 1:14,160,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12500.0,160.0,0.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,6250.0,6250.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48876-6,200.175.2.130,48876,172.17.0.2,80,6,12/1/2020 1:14,4939,2,5,478,1803,478,0,239.0,337.9970414,1803,0,360.6,806.3261127000001,461834.3794,1417.29095,823.1666667000001,1225.765951,2885.0,16.0,90.0,90.0,0.0,90.0,90.0,4939.0,1234.75,1398.039669,2885.0,21.0,0,0,0,0,64,176,404.9402713,1012.3506779999999,0,1803,285.125,635.7136457,404131.8393,0,1,0,0,0,0,0,0,2,325.85714289999993,239.0,360.6,0,0,0,0,0,0,2,478,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48876-6,200.175.2.130,48876,172.17.0.2,80,6,12/1/2020 1:14,87,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22988.50575,87.0,0.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,11494.25287,11494.25287,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48878-6,200.175.2.130,48878,172.17.0.2,80,6,12/1/2020 1:14,5230,2,5,479,1803,479,0,239.5,338.70414819999996,1803,0,360.6,806.3261127000001,436328.8719,1338.4321220000002,871.6666667000002,1301.606495,3113.0,21.0,120.0,120.0,0.0,120.0,120.0,5230.0,1307.5,1495.892264,3113.0,21.0,0,0,0,0,64,176,382.4091778,956.0229446000001,0,1803,285.25,635.7570852000001,404187.0714,0,1,0,0,0,0,0,0,2,326.0,239.5,360.6,0,0,0,0,0,0,2,479,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48878-6,200.175.2.130,48878,172.17.0.2,80,6,12/1/2020 1:14,242,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8264.462809999999,242.0,0.0,242.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,4132.2314049999995,4132.2314049999995,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48882-6,200.175.2.130,48882,172.17.0.2,80,6,12/1/2020 1:14,4618,2,5,480,1803,480,0,240.0,339.411255,1803,0,360.6,806.3261127000001,494369.8571,1515.807709,769.6666667000001,1084.792085,2371.0,18.0,102.0,102.0,0.0,102.0,102.0,4618.0,1154.5,1248.922335,2491.0,21.0,0,0,0,0,64,176,433.0879168000001,1082.719792,0,1803,285.375,635.8007183999999,404242.5536,0,1,0,0,0,0,0,0,2,326.14285710000007,240.0,360.6,0,0,0,0,0,0,2,480,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48882-6,200.175.2.130,48882,172.17.0.2,80,6,12/1/2020 1:14,84,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23809.52381,84.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,11904.7619,11904.7619,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48884-6,200.175.2.130,48884,172.17.0.2,80,6,12/1/2020 1:14,9832,2,5,479,1803,479,0,239.5,338.70414819999996,1803,0,360.6,806.3261127000001,232099.2677,711.9609439,1638.666667,2381.467251,5208.0,29.0,166.0,166.0,0.0,166.0,166.0,9832.0,2458.0,2703.758742,5208.0,30.0,0,0,0,0,64,176,203.4174125,508.5435313,0,1803,285.25,635.7570852000001,404187.0714,0,1,0,0,0,0,0,0,2,326.0,239.5,360.6,0,0,0,0,0,0,2,479,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48884-6,200.175.2.130,48884,172.17.0.2,80,6,12/1/2020 1:14,603,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3316.749585,603.0,0.0,603.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1658.374793,1658.374793,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48886-6,200.175.2.130,48886,172.17.0.2,80,6,12/1/2020 1:14,10011,2,5,478,1803,478,0,239.0,337.9970414,1803,0,360.6,806.3261127000001,227849.3657,699.2308461,1668.5,2717.338974,6636.0,18.0,98.0,98.0,0.0,98.0,98.0,10011.0,2502.75,3168.125563,6752.0,20.0,0,0,0,0,64,176,199.78024169999998,499.45060430000007,0,1803,285.125,635.7136457,404131.8393,0,1,0,0,0,0,0,0,2,325.85714289999993,239.0,360.6,0,0,0,0,0,0,2,478,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48886-6,200.175.2.130,48886,172.17.0.2,80,6,12/1/2020 1:14,273,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7326.007326000001,273.0,0.0,273.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,3663.0036630000004,3663.0036630000004,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48888-6,200.175.2.130,48888,172.17.0.2,80,6,12/1/2020 1:14,9467,2,5,481,1803,481,0,240.5,340.1183618,1803,0,360.6,806.3261127000001,241259.1106,739.4105841,1577.833333,2961.848978,7502.0,25.0,172.0,172.0,0.0,172.0,172.0,9467.0,2366.75,3514.5259869999995,7502.0,25.0,0,0,0,0,64,176,211.26016690000003,528.1504172,0,1803,285.5,635.8445452000001,404298.2857,0,1,0,0,0,0,0,0,2,326.2857143,240.5,360.6,0,0,0,0,0,0,2,481,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48888-6,200.175.2.130,48888,172.17.0.2,80,6,12/1/2020 1:14,503,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3976.1431409999996,503.0,0.0,503.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1988.0715710000002,1988.0715710000002,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48892-6,200.175.2.130,48892,172.17.0.2,80,6,12/1/2020 1:14,6138,2,5,481,1803,481,0,240.5,340.1183618,1803,0,360.6,806.3261127000001,372108.1786,1140.436624,1023.0,1520.319572,3742.0,23.0,200.0,200.0,0.0,200.0,200.0,6138.0,1534.5,1765.428088,3742.0,23.0,0,0,0,0,64,176,325.8390355,814.5975887999999,0,1803,285.5,635.8445452000001,404298.2857,0,1,0,0,0,0,0,0,2,326.2857143,240.5,360.6,0,0,0,0,0,0,2,481,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48892-6,200.175.2.130,48892,172.17.0.2,80,6,12/1/2020 1:14,639,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3129.890454,639.0,0.0,639.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1564.945227,1564.945227,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48894-6,200.175.2.130,48894,172.17.0.2,80,6,12/1/2020 1:14,6267,2,5,476,1803,476,0,238.0,336.5828278,1803,0,360.6,806.3261127000001,363650.8696,1116.961864,1044.5,1442.523449,3306.0,26.0,216.0,216.0,0.0,216.0,216.0,6267.0,1566.75,1665.2592140000002,3306.0,39.0,0,0,0,0,64,176,319.1319611,797.8299027,0,1803,284.875,635.6273476,404022.125,0,1,0,0,0,0,0,0,2,325.57142860000005,238.0,360.6,0,0,0,0,0,0,2,476,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48894-6,200.175.2.130,48894,172.17.0.2,80,6,12/1/2020 1:14,571,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3502.6269700000003,571.0,0.0,571.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1751.3134850000001,1751.3134850000001,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48896-6,200.175.2.130,48896,172.17.0.2,80,6,12/1/2020 1:14,14062,2,5,479,1803,479,0,239.5,338.70414819999996,1803,0,360.6,806.3261127000001,162281.3256,497.7954772,2343.666667,3429.533943,7657.0,33.0,182.0,182.0,0.0,182.0,182.0,14062.0,3515.5,3900.201576,7872.0,33.0,0,0,0,0,64,176,142.2272792,355.568198,0,1803,285.25,635.7570852000001,404187.0714,0,1,0,0,0,0,0,0,2,326.0,239.5,360.6,0,0,0,0,0,0,2,479,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48896-6,200.175.2.130,48896,172.17.0.2,80,6,12/1/2020 1:14,475,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4210.5263159999995,475.0,0.0,475.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,2105.2631579999997,2105.2631579999997,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48898-6,200.175.2.130,48898,172.17.0.2,80,6,12/1/2020 1:14,3770,2,5,487,1803,487,0,243.5,344.36100239999996,1803,0,360.6,806.3261127000001,607427.0557,1856.763926,628.3333332999999,890.7697046,1930.0,16.0,87.0,87.0,0.0,87.0,87.0,3770.0,942.5,1019.377097,1930.0,23.0,0,0,0,0,64,176,530.5039788,1326.259947,0,1803,286.25,636.1115693,404637.9286,0,1,0,0,0,0,0,0,2,327.14285710000007,243.5,360.6,0,0,0,0,0,0,2,487,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48898-6,200.175.2.130,48898,172.17.0.2,80,6,12/1/2020 1:14,323,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6191.9504640000005,323.0,0.0,323.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,3095.9752320000002,3095.9752320000002,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
172.17.0.2-200.175.2.130-80-48902-6,200.175.2.130,48902,172.17.0.2,80,6,12/1/2020 1:14,9534,2,5,479,1803,479,0,239.5,338.70414819999996,1803,0,360.6,806.3261127000001,239353.8913,734.2143906,1589.0,2491.731526,5921.0,22.0,93.0,93.0,0.0,93.0,93.0,9534.0,2383.5,2891.09835,6056.0,22.0,0,0,0,0,64,176,209.77554019999997,524.4388504,0,1803,285.25,635.7570852000001,404187.0714,0,1,0,0,0,0,0,0,2,326.0,239.5,360.6,0,0,0,0,0,0,2,479,5,1803,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA
