Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.3.130-200.175.2.130-80-57706-6,200.175.2.130,57706,192.168.3.130,80,6,09/01/2020 19:47,33,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.06061,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,30303.0303,30303.0303,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-45849-6,200.175.2.130,45849,192.168.3.130,80,6,09/01/2020 19:30,14984,37,13,720.0,30.0,30,0,19.45945946,14.51932543,30,0,2.307692308,8.320502943,50053.39028,3336.892686,305.7959184,829.3860927,4064.0,-13.0,14853.0,412.5833333,949.0034284,4064.0,0.0,10003.0,833.5833333,1537.342421,4777.0,69.0,0,0,0,0,1064,416,2469.300587,867.5920982,0,30,15.29411765,15.14634493,229.4117647,0,0,0,0,1,0,0,0,0,15.6,19.45945946,2.307692308,0,0,0,0,0,0,37,720,13,30,-1,2003,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57782-6,200.175.2.130,57782,192.168.3.130,80,6,09/01/2020 19:47,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57854-6,200.175.2.130,57854,192.168.3.130,80,6,09/01/2020 19:47,75,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26666.66667,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,13333.33333,13333.33333,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57608-6,200.175.2.130,57608,192.168.3.130,80,6,09/01/2020 19:47,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-33597-6,200.175.2.130,33597,192.168.3.130,80,6,09/01/2020 19:30,11762,32,11,570.0,30.0,30,0,17.8125,14.96972752,30,0,2.727272727,9.045340337,51011.7327,3655.840843,280.047619,678.5408646,3871.0,-8.0,11761.0,379.3870968,772.0659591,3871.0,0.0,8012.0,801.2,1284.789027,3919.0,20.0,0,0,0,0,868,352,2720.625744,935.2150995,0,30,14.31818182,15.15773304,229.756871,0,0,0,0,1,0,0,0,0,14.65116279,17.8125,2.727272727,0,0,0,0,0,0,32,570,11,30,-1,2003,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57816-6,200.175.2.130,57816,192.168.3.130,80,6,09/01/2020 19:47,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57432-6,200.175.2.130,57432,192.168.3.130,80,6,09/01/2020 19:23,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57684-6,200.175.2.130,57684,192.168.3.130,80,6,09/01/2020 19:47,74,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27027.02703,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,13513.51351,13513.51351,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57600-6,200.175.2.130,57600,192.168.3.130,80,6,09/01/2020 19:47,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-44823-6,200.175.2.130,44823,192.168.3.130,80,6,09/01/2020 19:30,17720,50,19,1050.0,30.0,30,0,21.0,13.8873015,30,0,1.578947368,6.882472016,60948.08126,3893.905192,260.5882353,1019.241425,7764.0,-8.0,17671.0,360.6326531,1190.738438,7771.0,0.0,12569.0,698.2777778,1824.674824,7810.0,39.0,0,0,0,0,1456,608,2821.670429,1072.234763,0,30,15.85714286,15.08361787,227.515528,0,0,0,0,1,0,0,0,0,16.08695652,21.0,1.578947368,0,0,0,0,0,0,50,1050,19,30,-1,1962,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57756-6,200.175.2.130,57756,192.168.3.130,80,6,09/01/2020 19:47,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57274-6,200.175.2.130,57274,192.168.3.130,80,6,09/01/2020 19:23,43384036,8,7,117.0,0.0,30,0,14.625,12.44344348,0,0,0.0,0.0,2.696844526,0.345749298,3098859.714,5635405.003,15000000.0,1.0,43400000.0,6197395.857,6812232.555,15000000.0,1.0,34900000.0,5808410.5,7376249.016,15000000.0,10.0,0,0,0,0,232,240,0.184399626,0.161349672,0,30,7.3125,11.37083257,129.2958333,0,1,0,0,0,0,0,0,0,7.8,14.625,0.0,0,0,0,0,0,0,8,117,7,0,-1,215,5,0,1600621.667,2772343.328,4801848.0,8.0,12900000.0,3747424.177,15000000.0,8533572.0,DoS
192.168.3.130-200.175.2.130-80-57718-6,200.175.2.130,57718,192.168.3.130,80,6,09/01/2020 19:47,33,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.06061,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,30303.0303,30303.0303,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57488-6,200.175.2.130,57488,192.168.3.130,80,6,09/01/2020 19:23,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-46299-6,200.175.2.130,46299,192.168.3.130,80,6,09/01/2020 19:30,17230,33,11,600.0,30.0,30,0,18.18181818,14.8859299,30,0,2.727272727,9.045340337,36564.13233,2553.685432,400.6976744,978.2635621,4127.0,-24.0,17230.0,538.4375,1106.157048,4127.0,0.0,13369.0,1336.9,2245.038206,6470.0,25.0,0,1,0,0,900,352,1915.264074,638.4213581,0,30,14.66666667,15.16575089,230.0,0,0,0,1,1,0,0,0,0,15.0,18.18181818,2.727272727,0,0,0,0,0,0,33,600,11,30,-1,2003,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-33551-6,200.175.2.130,33551,192.168.3.130,80,6,09/01/2020 19:31,75915,29,10,510.0,30.0,30,0,17.5862069,15.03690042,30,0,3.0,9.486832981,7113.218731,513.7324639,1997.763158,7466.248131,41806.0,10.0,75840.0,2708.571429,8628.994613,41816.0,42.0,66370.0,7374.444444,14959.38687,42068.0,95.0,0,0,0,0,784,320,382.0061911,131.7262728,0,30,14.25,15.17208976,230.1923077,0,0,0,0,1,0,0,0,0,14.61538462,17.5862069,3.0,0,0,0,0,0,0,29,510,10,30,-1,1919,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-41079-6,200.175.2.130,41079,192.168.3.130,80,6,09/01/2020 19:31,37986,48,18,1020.0,30.0,30,0,21.25,13.7801893,30,0,1.666666667,7.071067812,27641.76275,1737.48223,584.4,1595.616523,7419.0,-11.0,37908.0,806.5531915,1835.269579,7419.0,0.0,25069.0,1474.647059,3438.845081,13793.0,88.0,0,0,0,0,1404,576,1263.62344,473.8587901,0,30,16.11940299,15.07106639,227.1370421,0,0,0,0,1,0,0,0,0,16.36363636,21.25,1.666666667,0,0,0,0,0,0,48,1020,18,30,-1,2003,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57710-6,200.175.2.130,57710,192.168.3.130,80,6,09/01/2020 19:47,33,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.06061,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,30303.0303,30303.0303,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57384-6,200.175.2.130,57384,192.168.3.130,80,6,09/01/2020 19:23,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57346-6,200.175.2.130,57346,192.168.3.130,80,6,09/01/2020 19:23,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57634-6,200.175.2.130,57634,192.168.3.130,80,6,09/01/2020 19:47,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57406-6,200.175.2.130,57406,192.168.3.130,80,6,09/01/2020 19:23,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57308-6,200.175.2.130,57308,192.168.3.130,80,6,09/01/2020 19:23,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57864-6,200.175.2.130,57864,192.168.3.130,80,6,09/01/2020 19:47,8152,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,245.3385672,8152.0,0.0,8152.0,8152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,122.6692836,122.6692836,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-38669-6,200.175.2.130,38669,192.168.3.130,80,6,09/01/2020 19:30,31658,39,14,810.0,30.0,30,0,20.76923077,14.027157,30,0,2.142857143,8.017837257,26533.57761,1674.142397,608.8076923,1822.331657,10102.0,-33.0,21556.0,567.2631579,1418.288304,5744.0,0.0,23152.0,1780.923077,3302.74271,10135.0,26.0,0,0,0,0,1140,448,1231.916103,442.2262935,0,30,16.11111111,15.09925235,227.9874214,0,0,0,0,1,0,0,0,0,16.41509434,20.76923077,2.142857143,0,0,0,0,0,0,39,810,14,30,-1,2003,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57476-6,200.175.2.130,57476,192.168.3.130,80,6,09/01/2020 19:23,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
192.168.3.130-200.175.2.130-80-57286-6,200.175.2.130,57286,192.168.3.130,80,6,09/01/2020 19:23,43361942,8,7,110.0,0.0,30,0,13.75,12.03269356,0,0,0.0,0.0,2.536786752,0.345925466,3097281.571,5634762.175,15000000.0,1.0,43400000.0,6194205.571,6812789.684,15000000.0,1.0,34800000.0,5804928.333,7376682.087,15000000.0,7.0,0,0,0,0,232,240,0.184493582,0.161431884,0,30,6.875,10.86201332,117.9833333,0,1,0,0,0,0,0,0,0,7.333333333,13.75,0.0,0,0,0,0,0,0,8,110,7,0,-1,215,5,0,1593630.667,2760237.159,4780878.0,6.0,12900000.0,3748144.315,15000000.0,8532371.0,DoS
192.168.3.130-200.175.2.130-80-57728-6,200.175.2.130,57728,192.168.3.130,80,6,09/01/2020 19:47,63,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.03175,63.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,15873.01587,15873.01587,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
